timestamp,station_id,location_type,vehicle_id,vehicle_type,arrival_time,charging_start_time,charging_end_time,waiting_time,battery_capacity_kwh,initial_soc,final_soc,energy_consumed_kwh,charging_power_kw,charging_duration,queue_length,station_load,electricity_price,renewable_energy_ratio,traffic_density,weather_condition,day_of_week,time_slot,charging_demand,assigned_charger_id,charging_priority,optimization_reward
2025-01-01 03:45:00,ST002,Highway,EV10015,Bus,2025-01-01 03:45:00,2025-01-01 03:55:00,2025-01-01 08:35:00,10,75,32.38915823,100.0,50.70813133,11,280.0,1,26.23239231,7.38,0.318464905,Low,Cloudy,Wednesday,Off-Peak,24.91022363,CH2,Low,-6.192531324
2025-01-01 04:00:00,ST019,Highway,EV10016,Car,2025-01-01 04:00:00,2025-01-01 04:17:00,2025-01-01 04:59:00,17,60,50.82159366,100.0,29.5070438,50,42.0,3,16.73037021,5.41,0.277267883,Low,Rainy,Wednesday,Off-Peak,18.50601383,CH8,Medium,-13.52803755
2025-01-01 04:15:00,ST015,Urban,EV10017,Bus,2025-01-01 04:15:00,2025-01-01 04:29:00,2025-01-01 06:01:00,14,60,45.55747662,100.0,32.66551403,22,92.0,1,14.48732858,11.91,0.216020604,Low,Clear,Wednesday,Off-Peak,18.85462847,CH4,High,-10.9168476
2025-01-01 04:30:00,ST018,Highway,EV10018,Two-Wheeler,2025-01-01 04:30:00,2025-01-01 04:38:00,2025-01-01 05:38:00,8,30,20.45358104,94.58853549,22.24048634,22,60.0,3,26.19968092,13.17,0.266560243,Low,Rainy,Wednesday,Off-Peak,26.4961867,CH7,High,-6.74312888
2025-01-01 04:45:00,ST013,Highway,EV10019,Car,2025-01-01 04:45:00,2025-01-01 04:57:00,2025-01-01 06:17:00,12,40,59.81268499,96.69990502,14.75488801,11,80.0,8,24.98419149,12.26,0.369133078,Low,Clear,Wednesday,Off-Peak,28.85505573,CH9,Medium,-9.922845959
2025-01-01 05:00:00,ST003,Urban,EV10020,Car,2025-01-01 05:00:00,2025-01-01 05:13:00,2025-01-01 05:50:00,13,60,56.78174971,100.0,25.93095017,50,37.0,5,15.18394103,6.01,0.299050531,Low,Clear,Wednesday,Off-Peak,10.23455687,CH3,High,-9.565272284
2025-01-01 05:15:00,ST014,Urban,EV10021,Bus,2025-01-01 05:15:00,2025-01-01 05:29:00,2025-01-01 06:34:00,14,40,34.28068768,94.53985897,24.10366852,22,65.0,6,30.24358443,7.37,0.197619909,Low,Cloudy,Wednesday,Off-Peak,32.70849848,CH10,Medium,-17.1201196
2025-01-01 05:30:00,ST017,Highway,EV10022,Two-Wheeler,2025-01-01 05:30:00,2025-01-01 05:44:00,2025-01-01 06:12:00,14,30,25.40303959,100.0,22.37908812,50,28.0,4,19.30404735,7.44,0.391903166,Low,Clear,Wednesday,Off-Peak,18.2350246,CH2,High,-8.103714478
2025-01-01 05:45:00,ST018,Highway,EV10023,Two-Wheeler,2025-01-01 05:45:00,2025-01-01 05:51:00,2025-01-01 11:55:00,6,60,31.71971828,100.0,40.96816903,7,364.0,5,24.85035388,6.95,0.316735635,Low,Cloudy,Wednesday,Off-Peak,22.6580775,CH2,Medium,-3.968001738
2025-01-01 06:00:00,ST014,Urban,EV10024,Bus,2025-01-01 06:00:00,2025-01-01 06:10:00,2025-01-01 07:15:00,10,30,59.72752554,99.58055834,11.95590984,11,65.0,4,33.33309638,14.64,0.355902837,Low,Clear,Wednesday,Off-Peak,31.2775853,CH5,High,-7.989534177
2025-01-01 06:15:00,ST006,Urban,EV10025,Two-Wheeler,2025-01-01 06:15:00,2025-01-01 06:28:00,2025-01-01 17:52:00,13,100,19.54555156,99.45980614,79.91425458,7,684.0,3,24.13602525,14.36,0.308808939,Low,Cloudy,Wednesday,Off-Peak,24.83663695,CH9,High,-10.06293688
2025-01-01 06:30:00,ST007,Urban,EV10026,Bus,2025-01-01 06:30:00,2025-01-01 06:41:00,2025-01-01 09:25:00,11,40,22.70818245,98.14618629,30.17520153,11,164.0,6,29.94031482,12.02,0.207847345,Low,Clear,Wednesday,Off-Peak,27.87623326,CH9,High,-13.7526426
2025-01-01 06:45:00,ST001,Highway,EV10027,Bus,2025-01-01 06:45:00,2025-01-01 06:57:00,2025-01-01 09:43:00,12,40,50.50566973,98.93111293,19.37017728,7,166.0,5,15.10369726,11.28,0.158282186,Low,Clear,Wednesday,Off-Peak,10.81310643,CH2,Medium,-12.77227387
2025-01-01 07:00:00,ST010,Urban,EV10028,Car,2025-01-01 07:00:00,2025-01-01 07:07:00,2025-01-01 07:58:00,7,60,26.89975784,99.11295258,43.32791684,50,51.0,0,86.88104541,8.28,0.146512485,High,Clear,Wednesday,Peak,91.69945429,CH10,Low,-19.98083453
2025-01-01 07:15:00,ST003,Highway,EV10029,Car,2025-01-01 07:15:00,2025-01-01 07:35:00,2025-01-01 10:11:00,20,40,53.02023092,98.69753293,18.27092081,7,156.0,3,83.8897304,12.7,0.164746308,High,Rainy,Wednesday,Peak,85.11863516,CH3,Low,-33.33555683
2025-01-01 07:30:00,ST016,Urban,EV10030,Bus,2025-01-01 07:30:00,2025-01-01 07:51:00,2025-01-01 13:41:00,21,75,16.63727111,100.0,62.52204667,11,350.0,0,91.80744779,7.71,0.231691426,High,Rainy,Wednesday,Peak,87.5920116,CH10,Medium,-32.41074677
2025-01-01 07:45:00,ST007,Urban,EV10031,Two-Wheeler,2025-01-01 07:45:00,2025-01-01 07:55:00,2025-01-01 15:18:00,10,100,19.21668372,100.0,80.78331628,11,443.0,7,83.35811778,6.73,0.146931113,High,Cloudy,Wednesday,Peak,80.86054676,CH7,High,-25.76369017
2025-01-01 08:00:00,ST012,Highway,EV10032,Two-Wheeler,2025-01-01 08:00:00,2025-01-01 08:18:00,2025-01-01 09:51:00,18,100,23.99669485,100.0,76.00330515,50,93.0,11,88.42691595,12.3,0.114314838,High,Cloudy,Wednesday,Peak,89.08728805,CH2,Low,-37.75593804
2025-01-01 08:15:00,ST008,Urban,EV10033,Bus,2025-01-01 08:15:00,2025-01-01 08:26:00,2025-01-01 12:50:00,11,60,47.89230552,99.33888468,30.86794749,7,264.0,4,67.76627953,8.11,0.393853159,High,Clear,Wednesday,Peak,64.51958223,CH10,High,-14.73766115
2025-01-01 08:30:00,ST008,Urban,EV10034,Car,2025-01-01 08:30:00,2025-01-01 08:37:00,2025-01-01 15:04:00,7,100,29.92523672,100.0,70.07476328,11,387.0,5,86.57509794,11.84,0.284755349,High,Clear,Wednesday,Peak,91.01401398,CH1,Low,-18.27235911
2025-01-01 08:45:00,ST003,Urban,EV10035,Bus,2025-01-01 08:45:00,2025-01-01 08:58:00,2025-01-01 09:46:00,13,40,11.32556553,100.0,35.46977379,50,48.0,6,93.0867337,10.73,0.138550106,High,Clear,Wednesday,Peak,96.19877546,CH9,Low,-30.46084356
2025-01-01 09:00:00,ST009,Highway,EV10036,Car,2025-01-01 09:00:00,2025-01-01 09:12:00,2025-01-01 10:26:00,12,30,58.05952819,100.0,12.58214154,11,74.0,2,70.58356479,8.77,0.11168894,High,Rainy,Wednesday,Peak,71.76610363,CH3,High,-23.76604477
2025-01-01 09:15:00,ST019,Highway,EV10037,Car,2025-01-01 09:15:00,2025-01-01 09:20:00,2025-01-01 11:44:00,5,30,42.78613177,98.85401297,16.82036436,7,144.0,7,71.7265931,11.97,0.288682854,High,Cloudy,Wednesday,Peak,75.50131324,CH7,Low,-14.184833
2025-01-01 09:30:00,ST004,Urban,EV10038,Two-Wheeler,2025-01-01 09:30:00,2025-01-01 09:44:00,2025-01-01 12:28:00,14,30,37.39859416,100.0,18.78042175,7,164.0,7,100.0,9.13,0.211605426,High,Cloudy,Wednesday,Peak,102.7641296,CH6,Medium,-31.15183723
2025-01-01 09:45:00,ST014,Highway,EV10039,Two-Wheeler,2025-01-01 09:45:00,2025-01-01 09:58:00,2025-01-01 13:35:00,13,100,21.92984299,100.0,78.07015701,22,217.0,7,71.12495475,14.03,0.251575712,High,Clear,Wednesday,Peak,74.38952941,CH2,Low,-23.1777196
2025-01-01 10:00:00,ST013,Highway,EV10040,Car,2025-01-01 10:00:00,2025-01-01 10:13:00,2025-01-01 13:56:00,13,30,12.67426484,99.39670353,26.01673161,7,223.0,5,100.0,10.73,0.652734885,High,Clear,Wednesday,Peak,99.48445522,CH4,Low,-15.91795345
2025-01-01 10:15:00,ST018,Highway,EV10041,Car,2025-01-01 10:15:00,2025-01-01 10:24:00,2025-01-01 11:12:00,9,60,40.1220463,100.0,35.92677222,50,48.0,7,98.66316175,12.9,0.436482441,High,Cloudy,Wednesday,Peak,98.6073648,CH3,Medium,-19.13815911
2025-01-01 10:30:00,ST015,Urban,EV10042,Car,2025-01-01 10:30:00,2025-01-01 10:40:00,2025-01-01 18:12:00,10,100,46.85177784,99.604989,52.75321116,7,452.0,2,67.71966728,12.62,0.647287225,High,Cloudy,Wednesday,Peak,63.73089404,CH9,Low,-5.125316697
2025-01-01 10:45:00,ST002,Urban,EV10043,Car,2025-01-01 10:45:00,2025-01-01 10:53:00,2025-01-01 22:11:00,8,100,21.12882088,100.0,78.87117912,7,678.0,7,70.25395123,5.85,0.794655831,High,Clear,Wednesday,Peak,68.99665918,CH3,Medium,-1.711115303
2025-01-01 11:00:00,ST016,Highway,EV10044,Car,2025-01-01 11:00:00,2025-01-01 11:15:00,2025-01-01 11:34:00,15,30,39.59443694,93.36969819,16.13257837,50,19.0,2,55.31440748,10.58,0.569688804,Medium,Cloudy,Wednesday,Off-Peak,59.37795133,CH1,Low,-9.972217385
2025-01-01 11:15:00,ST013,Urban,EV10045,Bus,2025-01-01 11:15:00,2025-01-01 11:23:00,2025-01-01 15:32:00,8,60,22.68410869,98.95753214,45.76405407,11,249.0,4,37.56453749,6.18,0.659684121,Medium,Cloudy,Wednesday,Off-Peak,40.02498628,CH8,Medium,2.277616128
2025-01-01 11:30:00,ST014,Highway,EV10046,Car,2025-01-01 11:30:00,2025-01-01 11:42:00,2025-01-01 12:50:00,12,75,24.28560431,100.0,56.78579676,50,68.0,0,54.06327747,14.78,0.622402015,Medium,Clear,Wednesday,Off-Peak,52.29014135,CH5,Low,-4.14059503
2025-01-01 11:45:00,ST002,Urban,EV10047,Two-Wheeler,2025-01-01 11:45:00,2025-01-01 12:00:00,2025-01-01 17:50:00,15,100,59.64823981,100.0,40.35176019,7,350.0,1,33.26303641,6.66,0.486723643,Medium,Cloudy,Wednesday,Off-Peak,31.20797588,CH1,Low,-7.550898004
2025-01-01 12:00:00,ST019,Highway,EV10048,Two-Wheeler,2025-01-01 12:00:00,2025-01-01 12:17:00,2025-01-01 13:08:00,17,60,24.04815948,95.12708349,42.64735441,50,51.0,4,37.20268198,8.36,0.467871962,Medium,Rainy,Wednesday,Off-Peak,38.67116559,CH3,Low,-12.40437755
2025-01-01 12:15:00,ST017,Urban,EV10049,Car,2025-01-01 12:15:00,2025-01-01 12:21:00,2025-01-01 12:49:00,6,40,21.46973729,80.07597378,23.4424946,50,28.0,6,60.41385059,11.85,0.465046776,Medium,Clear,Wednesday,Off-Peak,64.52312244,CH10,Low,-7.131366846
2025-01-01 12:30:00,ST008,Highway,EV10050,Car,2025-01-01 12:30:00,2025-01-01 12:43:00,2025-01-01 15:57:00,13,40,14.137421,100.0,34.3450316,11,194.0,4,58.31659992,14.87,0.460166756,Medium,Rainy,Wednesday,Off-Peak,59.25790708,CH4,High,-12.85831729
2025-01-01 12:45:00,ST020,Urban,EV10051,Two-Wheeler,2025-01-01 12:45:00,2025-01-01 12:53:00,2025-01-01 13:23:00,8,30,58.49571989,95.75799695,11.17868312,22,30.0,5,36.10465603,6.34,0.405468786,Medium,Clear,Wednesday,Off-Peak,31.85824663,CH7,High,-5.556867628
2025-01-01 13:00:00,ST019,Highway,EV10052,Bus,2025-01-01 13:00:00,2025-01-01 13:11:00,2025-01-01 19:04:00,11,100,59.83184185,100.0,40.16815815,7,353.0,9,61.71243606,8.78,0.496433933,Medium,Clear,Wednesday,Off-Peak,58.76288935,CH6,Low,-12.94946922
2025-01-01 13:15:00,ST009,Highway,EV10053,Car,2025-01-01 13:15:00,2025-01-01 13:28:00,2025-01-01 15:18:00,13,30,57.70255136,100.0,12.68923459,7,110.0,4,56.70997397,5.47,0.507468993,Medium,Rainy,Wednesday,Off-Peak,51.93182139,CH5,Medium,-11.11792501
2025-01-01 13:30:00,ST011,Urban,EV10054,Car,2025-01-01 13:30:00,2025-01-01 13:30:00,2025-01-01 14:14:00,0,60,36.00817506,98.13706207,37.27733221,50,44.0,3,45.61607336,12.85,0.655744543,Medium,Cloudy,Wednesday,Off-Peak,48.66652004,CH10,High,9.049121612
2025-01-01 13:45:00,ST004,Urban,EV10055,Two-Wheeler,2025-01-01 13:45:00,2025-01-01 14:07:00,2025-01-01 16:45:00,22,75,59.02313625,97.88448843,29.14601413,11,158.0,9,52.12424766,14.04,0.539302187,Medium,Clear,Wednesday,Off-Peak,52.26414255,CH9,Medium,-20.74578393
2025-01-01 14:00:00,ST005,Highway,EV10056,Car,2025-01-01 14:00:00,2025-01-01 14:07:00,2025-01-01 16:54:00,7,40,53.11818544,100.0,18.75272583,7,167.0,4,59.26274245,12.69,0.426494391,Medium,Clear,Wednesday,Off-Peak,54.72135511,CH6,Medium,-8.057716756
2025-01-01 14:15:00,ST006,Highway,EV10057,Two-Wheeler,2025-01-01 14:15:00,2025-01-01 14:32:00,2025-01-01 21:01:00,17,100,27.37067041,98.80423629,71.43356588,11,389.0,7,39.27589984,6.29,0.451218336,Medium,Rainy,Wednesday,Off-Peak,35.79492678,CH5,High,-14.8186299
2025-01-01 14:30:00,ST017,Urban,EV10058,Two-Wheeler,2025-01-01 14:30:00,2025-01-01 14:41:00,2025-01-01 17:05:00,11,75,27.28336417,97.70251608,52.81436393,22,144.0,5,64.19331048,11.02,0.489539626,Medium,Rainy,Wednesday,Off-Peak,67.41121685,CH5,High,-11.6524733
2025-01-01 14:45:00,ST004,Urban,EV10059,Bus,2025-01-01 14:45:00,2025-01-01 15:00:00,2025-01-01 19:21:00,15,40,23.92951695,100.0,30.42819322,7,261.0,3,49.03270511,8.56,0.757686905,Medium,Clear,Wednesday,Off-Peak,45.32018909,CH2,High,-3.575933868
2025-01-01 15:00:00,ST018,Urban,EV10060,Bus,2025-01-01 15:00:00,2025-01-01 15:03:00,2025-01-01 17:48:00,3,40,49.97051995,98.30785934,19.33493576,7,165.0,5,39.70933048,8.77,0.40103801,Medium,Cloudy,Wednesday,Off-Peak,43.39234155,CH10,Low,-1.410725804
2025-01-01 15:15:00,ST011,Urban,EV10061,Two-Wheeler,2025-01-01 15:15:00,2025-01-01 15:34:00,2025-01-01 15:52:00,19,30,39.86390411,92.39889116,15.76049611,50,18.0,1,45.53568956,11.18,0.547565456,Medium,Rainy,Wednesday,Off-Peak,45.16103672,CH5,High,-12.18017424
2025-01-01 15:30:00,ST016,Highway,EV10062,Car,2025-01-01 15:30:00,2025-01-01 15:44:00,2025-01-01 21:05:00,14,60,36.60567426,99.03950682,37.46029953,7,321.0,3,44.91491498,6.05,0.694962082,Medium,Clear,Wednesday,Off-Peak,41.73775376,CH7,Medium,-3.634120522
2025-01-01 15:45:00,ST002,Urban,EV10063,Bus,2025-01-01 15:45:00,2025-01-01 15:59:00,2025-01-01 17:13:00,14,30,52.03549929,97.63736815,13.68056066,11,74.0,3,59.71581842,10.94,0.671640928,Medium,Clear,Wednesday,Off-Peak,62.60753081,CH5,Low,-7.293935855
2025-01-01 16:00:00,ST015,Highway,EV10064,Two-Wheeler,2025-01-01 16:00:00,2025-01-01 16:05:00,2025-01-01 16:34:00,5,40,37.8871133,99.9656675,24.83142168,50,29.0,1,39.51327717,8.63,0.658366897,Medium,Clear,Wednesday,Off-Peak,40.22106022,CH2,Low,6.348351461
2025-01-01 16:15:00,ST005,Urban,EV10065,Bus,2025-01-01 16:15:00,2025-01-01 16:24:00,2025-01-01 19:50:00,9,60,59.32576244,99.40005099,24.04457313,7,206.0,1,45.63429402,13.51,0.43515505,Medium,Rainy,Wednesday,Off-Peak,48.69294289,CH9,Low,-5.57220731
2025-01-01 16:30:00,ST014,Urban,EV10066,Car,2025-01-01 16:30:00,2025-01-01 16:40:00,2025-01-01 19:17:00,10,60,53.27535629,100.0,28.03478622,11,157.0,4,55.6868829,13.21,0.687382908,Medium,Cloudy,Wednesday,Off-Peak,56.03725022,CH6,Low,-2.51588933
2025-01-01 16:45:00,ST012,Urban,EV10067,Two-Wheeler,2025-01-01 16:45:00,2025-01-01 16:57:00,2025-01-01 17:28:00,12,40,23.99895468,90.52403177,26.61003083,50,31.0,6,58.08741551,10.3,0.682892038,Medium,Clear,Wednesday,Off-Peak,60.76521053,CH2,Medium,-6.130721954
2025-01-01 17:00:00,ST018,Highway,EV10068,Two-Wheeler,2025-01-01 17:00:00,2025-01-01 17:10:00,2025-01-01 19:36:00,10,75,26.03210961,97.85940308,53.8704701,22,146.0,4,69.37658708,5.63,0.39698807,High,Rainy,Wednesday,Peak,67.60012553,CH3,Low,-13.96567532
2025-01-01 17:15:00,ST006,Urban,EV10069,Bus,2025-01-01 17:15:00,2025-01-01 17:22:00,2025-01-01 19:00:00,7,40,14.39340556,100.0,34.24263778,22,98.0,7,90.82554962,9.72,0.223552274,High,Clear,Wednesday,Peak,89.31423229,CH3,High,-21.9585417
2025-01-01 17:30:00,ST011,Highway,EV10070,Two-Wheeler,2025-01-01 17:30:00,2025-01-01 17:40:00,2025-01-02 01:17:00,10,75,28.96142925,100.0,53.27892806,7,457.0,6,99.67315107,6.4,0.338580194,High,Rainy,Wednesday,Peak,96.68942427,CH4,Medium,-22.77722441
2025-01-01 17:45:00,ST006,Urban,EV10071,Bus,2025-01-01 17:45:00,2025-01-01 18:02:00,2025-01-02 01:05:00,17,60,18.2132899,100.0,49.07202606,7,423.0,1,97.31464522,8.16,0.276492003,High,Clear,Wednesday,Peak,99.14446585,CH8,Low,-28.66816896
2025-01-01 18:00:00,ST007,Highway,EV10072,Bus,2025-01-01 18:00:00,2025-01-01 18:18:00,2025-01-01 23:18:00,18,60,41.20507721,99.61269254,35.0445692,7,300.0,5,74.28850781,14.0,0.215167366,High,Cloudy,Wednesday,Peak,74.72403642,CH4,Low,-28.90268057
2025-01-01 18:15:00,ST001,Urban,EV10073,Bus,2025-01-01 18:15:00,2025-01-01 18:33:00,2025-01-01 21:59:00,18,60,37.14246553,100.0,37.71452068,11,206.0,6,79.39622459,6.39,0.338207557,High,Cloudy,Wednesday,Peak,80.59695215,CH5,Low,-26.73301821
2025-01-01 18:30:00,ST009,Highway,EV10074,Two-Wheeler,2025-01-01 18:30:00,2025-01-01 18:44:00,2025-01-01 23:02:00,14,75,59.8846308,100.0,30.0865269,7,258.0,1,90.7578517,5.34,0.270966905,High,Rainy,Wednesday,Peak,93.38243856,CH7,High,-24.52256318
2025-01-01 18:45:00,ST018,Highway,EV10075,Car,2025-01-01 18:45:00,2025-01-01 18:50:00,2025-01-01 21:47:00,5,60,47.73176459,100.0,31.36094124,11,177.0,3,68.99669709,7.29,0.316675771,High,Clear,Wednesday,Peak,71.19706246,CH5,Low,-10.7990663
2025-01-01 19:00:00,ST019,Highway,EV10076,Car,2025-01-01 19:00:00,2025-01-01 19:16:00,2025-01-01 21:11:00,16,75,45.80895374,100.0,40.6432847,22,115.0,1,97.33802245,10.83,0.220255425,High,Clear,Wednesday,Peak,96.95808049,CH10,Medium,-29.35994174
2025-01-01 19:15:00,ST012,Highway,EV10077,Bus,2025-01-01 19:15:00,2025-01-01 19:22:00,2025-01-02 02:29:00,7,60,17.66757016,100.0,49.39945791,7,427.0,2,85.71851621,6.02,0.375625157,High,Rainy,Wednesday,Peak,88.61936258,CH9,Low,-13.87494854
2025-01-01 19:30:00,ST013,Urban,EV10078,Bus,2025-01-01 19:30:00,2025-01-01 19:36:00,2025-01-01 22:39:00,6,30,31.20653357,100.0,20.63803993,7,183.0,3,70.45283518,13.37,0.199643924,High,Clear,Wednesday,Peak,68.56727782,CH7,Low,-15.60124932
2025-01-01 19:45:00,ST017,Urban,EV10079,Bus,2025-01-01 19:45:00,2025-01-01 19:52:00,2025-01-02 01:09:00,7,60,39.56377179,100.0,36.26173693,7,317.0,2,70.22319234,12.88,0.28111646,High,Cloudy,Wednesday,Peak,66.36586534,CH2,High,-13.61114468
2025-01-01 20:00:00,ST011,Highway,EV10080,Two-Wheeler,2025-01-01 20:00:00,2025-01-01 20:15:00,2025-01-01 21:26:00,15,40,33.28500612,98.86623114,26.23249001,22,71.0,3,71.98419292,9.52,0.142257106,High,Clear,Wednesday,Peak,68.74806278,CH5,High,-26.6291254
2025-01-01 20:15:00,ST010,Highway,EV10081,Bus,2025-01-01 20:15:00,2025-01-01 20:33:00,2025-01-01 21:40:00,18,75,30.94627248,100.0,51.79029564,50,67.0,2,73.10348691,7.2,0.163804235,High,Cloudy,Wednesday,Peak,73.25522373,CH5,High,-28.70657032
2025-01-01 20:30:00,ST005,Urban,EV10082,Bus,2025-01-01 20:30:00,2025-01-01 20:39:00,2025-01-01 21:43:00,9,75,30.73120619,100.0,51.95159536,50,64.0,0,71.98383647,8.1,0.219195435,High,Rainy,Wednesday,Peak,71.25172552,CH7,High,-16.82090426
2025-01-01 20:45:00,ST006,Highway,EV10083,Bus,2025-01-01 20:45:00,2025-01-01 20:55:00,2025-01-02 01:05:00,10,60,27.46934995,100.0,43.51839003,11,250.0,1,63.62834558,12.76,0.23598665,High,Rainy,Wednesday,Peak,63.87224827,CH1,Medium,-16.1460696
2025-01-01 21:00:00,ST010,Urban,EV10084,Bus,2025-01-01 21:00:00,2025-01-01 21:00:00,2025-01-02 03:56:00,0,60,17.7620123,98.79382215,48.61908591,7,416.0,3,93.12984883,7.72,0.369229123,High,Rainy,Wednesday,Peak,93.3956335,CH10,High,-9.049096078
2025-01-01 21:15:00,ST011,Highway,EV10085,Bus,2025-01-01 21:15:00,2025-01-01 21:23:00,2025-01-01 22:01:00,8,30,11.26931778,100.0,26.61920467,50,38.0,0,70.15554256,6.96,0.251652364,High,Cloudy,Wednesday,Peak,71.10603236,CH4,High,-14.4815376
2025-01-01 21:30:00,ST016,Urban,EV10086,Two-Wheeler,2025-01-01 21:30:00,2025-01-01 21:44:00,2025-01-01 23:08:00,14,60,42.63730539,94.25344182,30.96968185,22,84.0,7,100.0,11.03,0.342055045,High,Clear,Wednesday,Peak,104.6264932,CH5,High,-27.23834866
2025-01-01 21:45:00,ST020,Highway,EV10087,Car,2025-01-01 21:45:00,2025-01-01 21:58:00,2025-01-02 03:53:00,13,75,43.40425683,98.6830152,41.45906878,7,355.0,2,65.4770006,11.33,0.320771384,High,Clear,Wednesday,Peak,68.95828155,CH5,Low,-17.4722586
